user_id,ap20_item_mean,ndcg20_item_mean,ap20_biased_mf,ndcg20_biased_mf
569,0.0,0.0,0.0,0.0
590,0.0,0.0,0.0,0.0
624,0.0,0.0,0.039286,0.151123
1246,0.006667,0.055023,0.008333,0.059477
2745,0.0,0.0,0.0,0.0
2776,0.0,0.0,0.055556,0.176300
4004,0.0,0.0,0.0,0.0
4269,0.0,0.0,0.006667,0.055023
4711,0.0,0.0,0.097101,0.270765
5225,0.0,0.0,0.009091,0.061393

